key	unit_ability	unit_set
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_characters__-97	jar_adjustable_missiles__ability__acc__jar_unit_set_characters__-97	jar_unit_set_characters
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_artillery_war_machines__-97	jar_adjustable_missiles__ability__acc__jar_unit_set_artillery_war_machines__-97	jar_unit_set_artillery_war_machines
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_single_entities__-97	jar_adjustable_missiles__ability__acc__jar_unit_set_single_entities__-97	jar_unit_set_single_entities
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_monstrous__-97	jar_adjustable_missiles__ability__acc__jar_unit_set_monstrous__-97	jar_unit_set_monstrous
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_cavalry_chariots__-97	jar_adjustable_missiles__ability__acc__jar_unit_set_cavalry_chariots__-97	jar_unit_set_cavalry_chariots
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_infantry__-97	jar_adjustable_missiles__ability__acc__jar_unit_set_infantry__-97	jar_unit_set_infantry
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_global__-96	jar_adjustable_missiles__ability__acc__jar_unit_set_global__-96	jar_unit_set_global
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_characters__-96	jar_adjustable_missiles__ability__acc__jar_unit_set_characters__-96	jar_unit_set_characters
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_artillery_war_machines__-96	jar_adjustable_missiles__ability__acc__jar_unit_set_artillery_war_machines__-96	jar_unit_set_artillery_war_machines
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_single_entities__-96	jar_adjustable_missiles__ability__acc__jar_unit_set_single_entities__-96	jar_unit_set_single_entities
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_monstrous__-96	jar_adjustable_missiles__ability__acc__jar_unit_set_monstrous__-96	jar_unit_set_monstrous
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_cavalry_chariots__-96	jar_adjustable_missiles__ability__acc__jar_unit_set_cavalry_chariots__-96	jar_unit_set_cavalry_chariots
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_infantry__-96	jar_adjustable_missiles__ability__acc__jar_unit_set_infantry__-96	jar_unit_set_infantry
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_global__-95	jar_adjustable_missiles__ability__acc__jar_unit_set_global__-95	jar_unit_set_global
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_characters__-95	jar_adjustable_missiles__ability__acc__jar_unit_set_characters__-95	jar_unit_set_characters
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_artillery_war_machines__-95	jar_adjustable_missiles__ability__acc__jar_unit_set_artillery_war_machines__-95	jar_unit_set_artillery_war_machines
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_single_entities__-95	jar_adjustable_missiles__ability__acc__jar_unit_set_single_entities__-95	jar_unit_set_single_entities
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_monstrous__-95	jar_adjustable_missiles__ability__acc__jar_unit_set_monstrous__-95	jar_unit_set_monstrous
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_cavalry_chariots__-95	jar_adjustable_missiles__ability__acc__jar_unit_set_cavalry_chariots__-95	jar_unit_set_cavalry_chariots
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_infantry__-95	jar_adjustable_missiles__ability__acc__jar_unit_set_infantry__-95	jar_unit_set_infantry
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_global__-94	jar_adjustable_missiles__ability__acc__jar_unit_set_global__-94	jar_unit_set_global
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_characters__-94	jar_adjustable_missiles__ability__acc__jar_unit_set_characters__-94	jar_unit_set_characters
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_artillery_war_machines__-94	jar_adjustable_missiles__ability__acc__jar_unit_set_artillery_war_machines__-94	jar_unit_set_artillery_war_machines
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_single_entities__-94	jar_adjustable_missiles__ability__acc__jar_unit_set_single_entities__-94	jar_unit_set_single_entities
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_monstrous__-94	jar_adjustable_missiles__ability__acc__jar_unit_set_monstrous__-94	jar_unit_set_monstrous
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_cavalry_chariots__-94	jar_adjustable_missiles__ability__acc__jar_unit_set_cavalry_chariots__-94	jar_unit_set_cavalry_chariots
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_infantry__-94	jar_adjustable_missiles__ability__acc__jar_unit_set_infantry__-94	jar_unit_set_infantry
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_global__-93	jar_adjustable_missiles__ability__acc__jar_unit_set_global__-93	jar_unit_set_global
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_characters__-93	jar_adjustable_missiles__ability__acc__jar_unit_set_characters__-93	jar_unit_set_characters
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_artillery_war_machines__-93	jar_adjustable_missiles__ability__acc__jar_unit_set_artillery_war_machines__-93	jar_unit_set_artillery_war_machines
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_single_entities__-93	jar_adjustable_missiles__ability__acc__jar_unit_set_single_entities__-93	jar_unit_set_single_entities
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_monstrous__-93	jar_adjustable_missiles__ability__acc__jar_unit_set_monstrous__-93	jar_unit_set_monstrous
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_cavalry_chariots__-93	jar_adjustable_missiles__ability__acc__jar_unit_set_cavalry_chariots__-93	jar_unit_set_cavalry_chariots
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_infantry__-93	jar_adjustable_missiles__ability__acc__jar_unit_set_infantry__-93	jar_unit_set_infantry
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_global__-92	jar_adjustable_missiles__ability__acc__jar_unit_set_global__-92	jar_unit_set_global
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_characters__-92	jar_adjustable_missiles__ability__acc__jar_unit_set_characters__-92	jar_unit_set_characters
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_artillery_war_machines__-92	jar_adjustable_missiles__ability__acc__jar_unit_set_artillery_war_machines__-92	jar_unit_set_artillery_war_machines
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_single_entities__-92	jar_adjustable_missiles__ability__acc__jar_unit_set_single_entities__-92	jar_unit_set_single_entities
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_monstrous__-92	jar_adjustable_missiles__ability__acc__jar_unit_set_monstrous__-92	jar_unit_set_monstrous
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_cavalry_chariots__-92	jar_adjustable_missiles__ability__acc__jar_unit_set_cavalry_chariots__-92	jar_unit_set_cavalry_chariots
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_infantry__-92	jar_adjustable_missiles__ability__acc__jar_unit_set_infantry__-92	jar_unit_set_infantry
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_global__-91	jar_adjustable_missiles__ability__acc__jar_unit_set_global__-91	jar_unit_set_global
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_characters__-91	jar_adjustable_missiles__ability__acc__jar_unit_set_characters__-91	jar_unit_set_characters
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_artillery_war_machines__-91	jar_adjustable_missiles__ability__acc__jar_unit_set_artillery_war_machines__-91	jar_unit_set_artillery_war_machines
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_single_entities__-91	jar_adjustable_missiles__ability__acc__jar_unit_set_single_entities__-91	jar_unit_set_single_entities
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_monstrous__-91	jar_adjustable_missiles__ability__acc__jar_unit_set_monstrous__-91	jar_unit_set_monstrous
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_cavalry_chariots__-91	jar_adjustable_missiles__ability__acc__jar_unit_set_cavalry_chariots__-91	jar_unit_set_cavalry_chariots
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_infantry__-91	jar_adjustable_missiles__ability__acc__jar_unit_set_infantry__-91	jar_unit_set_infantry
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_global__-90	jar_adjustable_missiles__ability__acc__jar_unit_set_global__-90	jar_unit_set_global
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_characters__-90	jar_adjustable_missiles__ability__acc__jar_unit_set_characters__-90	jar_unit_set_characters
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_artillery_war_machines__-90	jar_adjustable_missiles__ability__acc__jar_unit_set_artillery_war_machines__-90	jar_unit_set_artillery_war_machines
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_single_entities__-90	jar_adjustable_missiles__ability__acc__jar_unit_set_single_entities__-90	jar_unit_set_single_entities
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_monstrous__-90	jar_adjustable_missiles__ability__acc__jar_unit_set_monstrous__-90	jar_unit_set_monstrous
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_cavalry_chariots__-90	jar_adjustable_missiles__ability__acc__jar_unit_set_cavalry_chariots__-90	jar_unit_set_cavalry_chariots
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_infantry__-90	jar_adjustable_missiles__ability__acc__jar_unit_set_infantry__-90	jar_unit_set_infantry
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_global__-89	jar_adjustable_missiles__ability__acc__jar_unit_set_global__-89	jar_unit_set_global
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_characters__-89	jar_adjustable_missiles__ability__acc__jar_unit_set_characters__-89	jar_unit_set_characters
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_artillery_war_machines__-89	jar_adjustable_missiles__ability__acc__jar_unit_set_artillery_war_machines__-89	jar_unit_set_artillery_war_machines
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_single_entities__-89	jar_adjustable_missiles__ability__acc__jar_unit_set_single_entities__-89	jar_unit_set_single_entities
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_monstrous__-89	jar_adjustable_missiles__ability__acc__jar_unit_set_monstrous__-89	jar_unit_set_monstrous
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_cavalry_chariots__-89	jar_adjustable_missiles__ability__acc__jar_unit_set_cavalry_chariots__-89	jar_unit_set_cavalry_chariots
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_infantry__-89	jar_adjustable_missiles__ability__acc__jar_unit_set_infantry__-89	jar_unit_set_infantry
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_global__-88	jar_adjustable_missiles__ability__acc__jar_unit_set_global__-88	jar_unit_set_global
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_characters__-88	jar_adjustable_missiles__ability__acc__jar_unit_set_characters__-88	jar_unit_set_characters
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_artillery_war_machines__-88	jar_adjustable_missiles__ability__acc__jar_unit_set_artillery_war_machines__-88	jar_unit_set_artillery_war_machines
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_single_entities__-88	jar_adjustable_missiles__ability__acc__jar_unit_set_single_entities__-88	jar_unit_set_single_entities
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_monstrous__-88	jar_adjustable_missiles__ability__acc__jar_unit_set_monstrous__-88	jar_unit_set_monstrous
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_cavalry_chariots__-88	jar_adjustable_missiles__ability__acc__jar_unit_set_cavalry_chariots__-88	jar_unit_set_cavalry_chariots
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_infantry__-88	jar_adjustable_missiles__ability__acc__jar_unit_set_infantry__-88	jar_unit_set_infantry
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_global__-87	jar_adjustable_missiles__ability__acc__jar_unit_set_global__-87	jar_unit_set_global
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_characters__-87	jar_adjustable_missiles__ability__acc__jar_unit_set_characters__-87	jar_unit_set_characters
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_artillery_war_machines__-87	jar_adjustable_missiles__ability__acc__jar_unit_set_artillery_war_machines__-87	jar_unit_set_artillery_war_machines
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_single_entities__-87	jar_adjustable_missiles__ability__acc__jar_unit_set_single_entities__-87	jar_unit_set_single_entities
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_monstrous__-87	jar_adjustable_missiles__ability__acc__jar_unit_set_monstrous__-87	jar_unit_set_monstrous
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_cavalry_chariots__-87	jar_adjustable_missiles__ability__acc__jar_unit_set_cavalry_chariots__-87	jar_unit_set_cavalry_chariots
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_infantry__-87	jar_adjustable_missiles__ability__acc__jar_unit_set_infantry__-87	jar_unit_set_infantry
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_global__-86	jar_adjustable_missiles__ability__acc__jar_unit_set_global__-86	jar_unit_set_global
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_characters__-86	jar_adjustable_missiles__ability__acc__jar_unit_set_characters__-86	jar_unit_set_characters
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_artillery_war_machines__-86	jar_adjustable_missiles__ability__acc__jar_unit_set_artillery_war_machines__-86	jar_unit_set_artillery_war_machines
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_single_entities__-86	jar_adjustable_missiles__ability__acc__jar_unit_set_single_entities__-86	jar_unit_set_single_entities
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_monstrous__-86	jar_adjustable_missiles__ability__acc__jar_unit_set_monstrous__-86	jar_unit_set_monstrous
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_cavalry_chariots__-86	jar_adjustable_missiles__ability__acc__jar_unit_set_cavalry_chariots__-86	jar_unit_set_cavalry_chariots
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_infantry__-86	jar_adjustable_missiles__ability__acc__jar_unit_set_infantry__-86	jar_unit_set_infantry
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_global__-85	jar_adjustable_missiles__ability__acc__jar_unit_set_global__-85	jar_unit_set_global
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_characters__-85	jar_adjustable_missiles__ability__acc__jar_unit_set_characters__-85	jar_unit_set_characters
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_artillery_war_machines__-85	jar_adjustable_missiles__ability__acc__jar_unit_set_artillery_war_machines__-85	jar_unit_set_artillery_war_machines
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_single_entities__-85	jar_adjustable_missiles__ability__acc__jar_unit_set_single_entities__-85	jar_unit_set_single_entities
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_monstrous__-85	jar_adjustable_missiles__ability__acc__jar_unit_set_monstrous__-85	jar_unit_set_monstrous
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_cavalry_chariots__-85	jar_adjustable_missiles__ability__acc__jar_unit_set_cavalry_chariots__-85	jar_unit_set_cavalry_chariots
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_infantry__-85	jar_adjustable_missiles__ability__acc__jar_unit_set_infantry__-85	jar_unit_set_infantry
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_global__-84	jar_adjustable_missiles__ability__acc__jar_unit_set_global__-84	jar_unit_set_global
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_characters__-84	jar_adjustable_missiles__ability__acc__jar_unit_set_characters__-84	jar_unit_set_characters
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_artillery_war_machines__-84	jar_adjustable_missiles__ability__acc__jar_unit_set_artillery_war_machines__-84	jar_unit_set_artillery_war_machines
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_single_entities__-84	jar_adjustable_missiles__ability__acc__jar_unit_set_single_entities__-84	jar_unit_set_single_entities
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_monstrous__-84	jar_adjustable_missiles__ability__acc__jar_unit_set_monstrous__-84	jar_unit_set_monstrous
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_cavalry_chariots__-84	jar_adjustable_missiles__ability__acc__jar_unit_set_cavalry_chariots__-84	jar_unit_set_cavalry_chariots
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_infantry__-84	jar_adjustable_missiles__ability__acc__jar_unit_set_infantry__-84	jar_unit_set_infantry
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_global__-83	jar_adjustable_missiles__ability__acc__jar_unit_set_global__-83	jar_unit_set_global
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_characters__-83	jar_adjustable_missiles__ability__acc__jar_unit_set_characters__-83	jar_unit_set_characters
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_artillery_war_machines__-83	jar_adjustable_missiles__ability__acc__jar_unit_set_artillery_war_machines__-83	jar_unit_set_artillery_war_machines
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_single_entities__-83	jar_adjustable_missiles__ability__acc__jar_unit_set_single_entities__-83	jar_unit_set_single_entities
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_monstrous__-83	jar_adjustable_missiles__ability__acc__jar_unit_set_monstrous__-83	jar_unit_set_monstrous
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_cavalry_chariots__-83	jar_adjustable_missiles__ability__acc__jar_unit_set_cavalry_chariots__-83	jar_unit_set_cavalry_chariots
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_infantry__-83	jar_adjustable_missiles__ability__acc__jar_unit_set_infantry__-83	jar_unit_set_infantry
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_global__-82	jar_adjustable_missiles__ability__acc__jar_unit_set_global__-82	jar_unit_set_global
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_characters__-82	jar_adjustable_missiles__ability__acc__jar_unit_set_characters__-82	jar_unit_set_characters
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_artillery_war_machines__-82	jar_adjustable_missiles__ability__acc__jar_unit_set_artillery_war_machines__-82	jar_unit_set_artillery_war_machines
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_single_entities__-82	jar_adjustable_missiles__ability__acc__jar_unit_set_single_entities__-82	jar_unit_set_single_entities
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_monstrous__-82	jar_adjustable_missiles__ability__acc__jar_unit_set_monstrous__-82	jar_unit_set_monstrous
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_cavalry_chariots__-82	jar_adjustable_missiles__ability__acc__jar_unit_set_cavalry_chariots__-82	jar_unit_set_cavalry_chariots
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_infantry__-82	jar_adjustable_missiles__ability__acc__jar_unit_set_infantry__-82	jar_unit_set_infantry
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_global__-81	jar_adjustable_missiles__ability__acc__jar_unit_set_global__-81	jar_unit_set_global
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_characters__-81	jar_adjustable_missiles__ability__acc__jar_unit_set_characters__-81	jar_unit_set_characters
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_artillery_war_machines__-81	jar_adjustable_missiles__ability__acc__jar_unit_set_artillery_war_machines__-81	jar_unit_set_artillery_war_machines
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_single_entities__-81	jar_adjustable_missiles__ability__acc__jar_unit_set_single_entities__-81	jar_unit_set_single_entities
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_monstrous__-81	jar_adjustable_missiles__ability__acc__jar_unit_set_monstrous__-81	jar_unit_set_monstrous
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_cavalry_chariots__-81	jar_adjustable_missiles__ability__acc__jar_unit_set_cavalry_chariots__-81	jar_unit_set_cavalry_chariots
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_infantry__-81	jar_adjustable_missiles__ability__acc__jar_unit_set_infantry__-81	jar_unit_set_infantry
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_global__-80	jar_adjustable_missiles__ability__acc__jar_unit_set_global__-80	jar_unit_set_global
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_characters__-80	jar_adjustable_missiles__ability__acc__jar_unit_set_characters__-80	jar_unit_set_characters
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_artillery_war_machines__-80	jar_adjustable_missiles__ability__acc__jar_unit_set_artillery_war_machines__-80	jar_unit_set_artillery_war_machines
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_single_entities__-80	jar_adjustable_missiles__ability__acc__jar_unit_set_single_entities__-80	jar_unit_set_single_entities
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_monstrous__-80	jar_adjustable_missiles__ability__acc__jar_unit_set_monstrous__-80	jar_unit_set_monstrous
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_cavalry_chariots__-80	jar_adjustable_missiles__ability__acc__jar_unit_set_cavalry_chariots__-80	jar_unit_set_cavalry_chariots
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_infantry__-80	jar_adjustable_missiles__ability__acc__jar_unit_set_infantry__-80	jar_unit_set_infantry
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_global__-79	jar_adjustable_missiles__ability__acc__jar_unit_set_global__-79	jar_unit_set_global
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_characters__-79	jar_adjustable_missiles__ability__acc__jar_unit_set_characters__-79	jar_unit_set_characters
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_artillery_war_machines__-79	jar_adjustable_missiles__ability__acc__jar_unit_set_artillery_war_machines__-79	jar_unit_set_artillery_war_machines
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_single_entities__-79	jar_adjustable_missiles__ability__acc__jar_unit_set_single_entities__-79	jar_unit_set_single_entities
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_monstrous__-79	jar_adjustable_missiles__ability__acc__jar_unit_set_monstrous__-79	jar_unit_set_monstrous
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_cavalry_chariots__-79	jar_adjustable_missiles__ability__acc__jar_unit_set_cavalry_chariots__-79	jar_unit_set_cavalry_chariots
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_infantry__-79	jar_adjustable_missiles__ability__acc__jar_unit_set_infantry__-79	jar_unit_set_infantry
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_global__-78	jar_adjustable_missiles__ability__acc__jar_unit_set_global__-78	jar_unit_set_global
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_characters__-78	jar_adjustable_missiles__ability__acc__jar_unit_set_characters__-78	jar_unit_set_characters
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_artillery_war_machines__-78	jar_adjustable_missiles__ability__acc__jar_unit_set_artillery_war_machines__-78	jar_unit_set_artillery_war_machines
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_single_entities__-78	jar_adjustable_missiles__ability__acc__jar_unit_set_single_entities__-78	jar_unit_set_single_entities
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_monstrous__-78	jar_adjustable_missiles__ability__acc__jar_unit_set_monstrous__-78	jar_unit_set_monstrous
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_cavalry_chariots__-78	jar_adjustable_missiles__ability__acc__jar_unit_set_cavalry_chariots__-78	jar_unit_set_cavalry_chariots
